nome,email,cpf,data_nascimento,curso_id
Arthur Cardoso,ida-cruz@yahoo.com.br,24597103643,1983-11-27,2
Ana Julia Lima,aliceda-mata@yahoo.com.br,59803721488,2006-10-14,3
Srta. Olivia Correia,davi-luiz09@yahoo.com.br,15876304948,2000-11-27,3
Vinicius da Rosa,leticiapinto@bol.com.br,41825360707,1974-07-13,2
Ana Beatriz Nunes,zda-rosa@gmail.com,43106728922,1985-08-01,4
Dr. Yuri Nogueira,rafaelanogueira@cavalcanti.net,26934857119,1977-04-25,7
Srta. Joana Gomes,freitasisabella@gmail.com,09321875603,1985-09-18,8
Luna Campos,scavalcanti@souza.net,71590328612,1989-07-11,2
Rodrigo Santos,joao-pedroaraujo@bol.com.br,74591032841,2005-10-09,4
Ana Carolina Campos,cardosodavi-luiz@cardoso.org,60891235442,1977-10-06,2
Dra. Nina Ferreira,dda-mota@uol.com.br,96735182464,1973-09-20,1
Fernando da Costa,ecarvalho@ig.com.br,09652387410,2001-12-20,5
JoÃ£o Pedro Moreira,vieiraisabella@yahoo.com.br,36241708996,2005-12-14,6
Paulo da Rosa,pietro76@uol.com.br,16453207907,1992-01-02,9
JoÃ£o Miguel Costela,samuel16@gmail.com,65071923840,1997-02-07,9
Arthur Cavalcanti,laraujo@hotmail.com,61358207968,1971-10-09,10
NatÃ¡lia Costa,henriquevieira@duarte.br,10365429805,2001-07-12,6
Srta. Esther Farias,isadora58@costela.net,38102659424,2000-11-19,9
JoÃ£o Lucas Oliveira,luccafernandes@viana.br,53497602116,1985-03-19,4
Ana LÃ­via Farias,da-rochaana-julia@yahoo.com.br,35106248744,1990-09-14,7
Luiz Miguel Sales,bernardorodrigues@pinto.org,25709384160,2003-06-10,3
Alexandre da Rosa,pviana@da.br,13067895401,1998-07-24,3
Pedro Miguel Cardoso,luanadas-neves@gmail.com,85326417928,2003-06-10,8
Noah Cavalcanti,oduarte@uol.com.br,17826943078,1994-12-22,5
Vitor Gabriel das Neves,melissa36@bol.com.br,15428069767,1969-10-04,3
Ana Carolina Cardoso,silveiraluiz-otavio@ig.com.br,93816702422,1970-10-25,7
JoÃ£o Felipe Farias,maria-fernandaduarte@uol.com.br,60593814720,1988-06-07,9
Murilo Nogueira,npereira@ig.com.br,38792560121,1997-12-17,3
Isis da Cruz,augustoda-costa@souza.br,93268715419,1970-06-09,7
Stella Jesus,vitor-hugo78@cardoso.br,09571284360,1995-04-25,5
Pedro Souza,ninada-rocha@lima.org,42680195701,1987-06-09,7
Sra. VitÃ³ria Nunes,bryan04@hotmail.com,27394561070,1968-01-15,10
Yago Freitas,nogueiradanilo@uol.com.br,41582370680,1979-06-04,6
Luana Nascimento,julia76@ig.com.br,94713568066,1990-05-30,5
Eloah Cunha,gabriela12@da.com,94875620101,1996-10-15,8
Stephany Pereira,nunesvalentina@ig.com.br,16035489710,2002-01-18,4
Enzo Moraes,davi-lucas10@hotmail.com,54316290770,1976-11-04,9
Davi Freitas,azevedootavio@uol.com.br,68193042506,1983-03-18,6
Brenda Oliveira,olima@gmail.com,60928157458,1973-02-19,4
Enzo Gabriel Lopes,galves@da.com,81960573268,1965-12-05,8
Maria Luiza Pereira,barrosarthur@nunes.br,36289075195,1969-06-22,3
Vinicius Mendes,bferreira@barbosa.com,48197563039,1994-01-11,7
Sofia Moraes,emanuellycaldeira@cavalcanti.br,50419623833,1973-11-16,2
Calebe Fernandes,oliveiradiego@bol.com.br,60957148267,2007-03-04,5
Ryan Vieira,cardosoenzo@teixeira.com,10462853780,1989-04-24,10
Bernardo Farias,karagao@yahoo.com.br,46591783075,1972-04-22,3
Dr. Raul Oliveira,thiagocastro@uol.com.br,42587069149,1976-11-08,5
Lucas Gabriel Duarte,costelavinicius@da.net,89157342032,1984-04-20,10
Luiz Fernando Pinto,ribeiromarina@moraes.br,54097382683,1998-06-16,3
Erick Porto,pedro-henriquesilveira@da.net,47598620130,2006-04-23,7
Eduarda Cunha,davi69@bol.com.br,49501287602,1982-01-24,9
Pietra Porto,joao-vitor59@nogueira.br,72831409640,2000-02-15,5
Ana LÃ­via Oliveira,danielanunes@hotmail.com,09712385612,2003-08-18,6
Anthony Fernandes,isisgomes@uol.com.br,89017453648,1973-01-27,9
Paulo Moura,amandapereira@santos.org,38620917404,1999-02-28,2
Dr. Pedro Lucas Ramos,ana-beatrizlima@yahoo.com.br,60852349700,1986-11-11,4
Gabrielly Nascimento,franciscocaldeira@silva.com,96713804500,2006-09-20,3
Sophia Barbosa,samuel97@cardoso.br,71039854648,1993-06-22,5
Emanuella Cardoso,leonardo90@yahoo.com.br,53127068417,1995-12-27,1
Sr. Rodrigo Silveira,wpereira@gomes.net,15328064771,1993-11-14,9
Bianca Moura,wlima@uol.com.br,41650732880,1995-09-14,10
Srta. LÃ­via Cavalcanti,yda-rocha@jesus.net,30541678957,1988-06-11,5
Pietra GonÃ§alves,salespedro-lucas@nunes.org,58719406258,1992-07-17,10
Alexandre Cavalcanti,cauarocha@castro.com,64832751026,1977-09-16,8
